,arrest,beat,block,case_number,community_area,date,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year,c_tract
4892,False,0713,056XX S ASHLAND AVE,JA286266,67,2017-05-31T09:00:00.000,TO PROPERTY,007,False,14,10963554,1310,41.791567027,"{'type': 'Point', 'coordinates': [-87.664521853, 41.791567027]}",RESIDENCE,-87.664521853,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,16,1166634,1867347,2017,6703001000
4893,False,0712,056XX S RACINE AVE,JA285899,68,2017-05-30T22:48:00.000,TO VEHICLE,007,False,14,10963230,1320,41.791833937,"{'type': 'Point', 'coordinates': [-87.654816072, 41.791833937]}",STREET,-87.654816072,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,16,1169280,1867465,2017,6701001011
4894,False,0713,060XX S THROOP ST,JA285620,67,2017-05-30T19:11:00.000,AGGRAVATED: HANDGUN,007,False,04B,10963053,041A,41.784168565,"{'type': 'Point', 'coordinates': [-87.65704553, 41.784168565]}",STREET,-87.65704553,BATTERY,2018-02-10T15:50:01.000,16,1168694,1864667,2017,6709001008
4895,True,0714,062XX S HONORE ST,JA237818,67,2017-04-24T18:55:00.000,POSS: HEROIN(WHITE),007,False,18,10962453,2024,41.780354396,"{'type': 'Point', 'coordinates': [-87.670295624, 41.780354396]}",APARTMENT,-87.670295624,NARCOTICS,2018-02-10T15:50:01.000,15,1165091,1863249,2017,6706002012
4896,True,0735,020XX W 70TH ST,JA286047,67,2017-05-31T04:55:00.000,TO RESIDENCE,007,False,26,10963336,1365,41.766614732,"{'type': 'Point', 'coordinates': [-87.674289671, 41.766614732]}",RESIDENCE,-87.674289671,CRIMINAL TRESPASS,2018-02-10T15:50:01.000,17,1164040,1858234,2017,6715002009
4897,True,0725,068XX S JUSTINE ST,JA285212,67,2017-05-30T15:00:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10962644,0486,41.769860279,"{'type': 'Point', 'coordinates': [-87.662742186, 41.769860279]}",RESIDENCE,-87.662742186,BATTERY,2018-02-10T15:50:01.000,17,1167181,1859441,2017,6716003015
4898,False,0711,055XX S UNION AVE,JA284822,68,2017-05-29T09:30:00.000,$500 AND UNDER,007,False,06,10962460,0820,41.793512636,"{'type': 'Point', 'coordinates': [-87.6427078, 41.793512636]}",STREET,-87.6427078,THEFT,2018-02-10T15:50:01.000,3,1172577,1868103,2017,8347003003
4899,False,0711,056XX S SHIELDS AVE,JA285683,68,2017-05-25T23:00:00.000,"CYCLE, SCOOTER, BIKE W-VIN",007,False,07,10963021,0917,41.791388486,"{'type': 'Point', 'coordinates': [-87.634076435, 41.791388486]}",RESIDENTIAL YARD (FRONT/BACK),-87.634076435,MOTOR VEHICLE THEFT,2018-02-10T15:50:01.000,3,1174937,1867348,2017,8346004008
4900,False,0713,061XX S RACINE AVE,JA286115,67,2017-05-30T22:10:00.000,ARMED: HANDGUN,007,False,03,10963427,031A,41.78279012,"{'type': 'Point', 'coordinates': [-87.65458144, 41.78279012]}",STREET,-87.65458144,ROBBERY,2018-02-10T15:50:01.000,16,1169370,1864170,2017,6806002018
4901,False,0723,067XX S HALSTED ST,JA283286,68,2017-05-29T02:00:00.000,ARMED: HANDGUN,007,False,03,10963207,031A,41.772016903,"{'type': 'Point', 'coordinates': [-87.64458443, 41.772016903]}",STREET,-87.64458443,ROBBERY,2018-02-10T15:50:01.000,6,1172128,1860266,2017,6812004005
4902,True,0733,074XX S GREEN ST,JA286103,68,2017-05-31T07:30:00.000,DOMESTIC BATTERY SIMPLE,007,False,08B,10963756,0486,41.759340837,"{'type': 'Point', 'coordinates': [-87.645475023, 41.759340837]}",RESIDENCE,-87.645475023,BATTERY,2018-02-10T15:50:01.000,17,1171922,1855645,2017,6814003019
4903,False,0713,062XX S BISHOP ST,JA287112,67,2017-05-29T22:00:00.000,STRONGARM - NO WEAPON,007,False,03,10964436,0320,41.780668521,"{'type': 'Point', 'coordinates': [-87.660602063, 41.780668521]}",APARTMENT,-87.660602063,ROBBERY,2018-02-10T15:50:01.000,16,1167734,1863384,2017,6708002028
4904,False,0732,007XX W 72ND ST,JA286573,68,2017-05-27T13:00:00.000,$500 AND UNDER,007,False,06,10964076,0820,41.763388196,"{'type': 'Point', 'coordinates': [-87.644020607, 41.763388196]}",STREET,-87.644020607,THEFT,2018-02-10T15:50:01.000,17,1172307,1857123,2017,6813002014
4905,False,0713,014XX W 63RD ST,JA286790,67,2017-05-31T16:15:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,007,False,11,10964458,1153,41.779520772,"{'type': 'Point', 'coordinates': [-87.660962362, 41.779520772]}",POLICE FACILITY/VEH PARKING LOT,-87.660962362,DECEPTIVE PRACTICE,2018-02-10T15:50:01.000,16,1167639,1862965,2017,6708002025
4906,False,0232,059XX S LA SALLE ST,JA286514,68,2017-05-30T22:00:00.000,DOMESTIC BATTERY SIMPLE,002,True,08B,10964005,0486,41.786492236,"{'type': 'Point', 'coordinates': [-87.629062208, 41.786492236]}",SIDEWALK,-87.629062208,BATTERY,2018-02-10T15:50:01.000,20,1176319,1865575,2017,8346004057
4907,False,0724,011XX W 63RD ST,JA287206,68,2017-05-31T20:00:00.000,AGG: HANDS/FIST/FEET SERIOUS INJURY,007,False,04B,10964546,0479,41.77962084,"{'type': 'Point', 'coordinates': [-87.653716607, 41.77962084]}",GROCERY FOOD STORE,-87.653716607,BATTERY,2018-02-10T15:50:01.000,16,1169615,1863017,2017,6806002032
4908,False,0734,014XX W 72ND ST,JA286242,67,2017-05-28T20:00:00.000,$500 AND UNDER,007,False,06,10964045,0820,41.763149912,"{'type': 'Point', 'coordinates': [-87.659832082, 41.763149912]}",RESIDENCE,-87.659832082,THEFT,2018-02-10T15:50:01.000,17,1167994,1857002,2017,6719001010
4909,False,0713,060XX S JUSTINE ST,JA287207,67,2017-05-31T15:45:00.000,FORCIBLE ENTRY,007,False,05,10964580,0610,41.784267283,"{'type': 'Point', 'coordinates': [-87.663120076, 41.784267283]}",RESIDENCE,-87.663120076,BURGLARY,2018-02-10T15:50:01.000,15,1167037,1864690,2017,6708002006
4910,False,0735,071XX S DAMEN AVE,JA287270,67,2017-05-31T18:00:00.000,FORCIBLE ENTRY,007,False,05,10964650,0610,41.764033379,"{'type': 'Point', 'coordinates': [-87.673513351, 41.764033379]}",RESIDENCE-GARAGE,-87.673513351,BURGLARY,2018-02-10T15:50:01.000,17,1164259,1857295,2017,6720003004
4911,False,0734,074XX S LOOMIS BLVD,JA287093,67,2017-05-31T19:20:00.000,OVER $500,007,False,06,10964460,0810,41.759085126,"{'type': 'Point', 'coordinates': [-87.658815348, 41.759085126]}",OTHER,-87.658815348,THEFT,2018-02-10T15:50:01.000,17,1168283,1855523,2017,6719001042
4912,False,0715,055XX S HAMILTON AVE,JA287848,67,2017-05-31T22:00:00.000,$500 AND UNDER,007,False,06,10965207,0820,41.792862727,"{'type': 'Point', 'coordinates': [-87.67792266, 41.792862727]}",RESIDENCE PORCH/HALLWAY,-87.67792266,THEFT,2018-02-10T15:50:01.000,15,1162976,1867791,2017,6705001011
4913,False,0725,067XX S ASHLAND AVE,JA287709,67,2017-06-01T08:30:00.000,SIMPLE,007,True,08A,10965023,0560,41.771736514,"{'type': 'Point', 'coordinates': [-87.66400571, 41.771736514]}",STREET,-87.66400571,ASSAULT,2018-02-10T15:50:01.000,15,1166831,1860122,2017,6716003009
4914,False,0735,071XX S PAULINA ST,JA287608,67,2017-06-01T08:45:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10965040,0486,41.764035186,"{'type': 'Point', 'coordinates': [-87.666222723, 41.764035186]}",RESIDENCE,-87.666222723,BATTERY,2018-02-10T15:50:01.000,17,1166248,1857311,2017,6720001015
4915,True,0723,067XX S UNION AVE,JA287442,68,2017-06-01T00:43:00.000,UNLAWFUL POSS OF HANDGUN,007,False,15,10964776,143A,41.772065828,"{'type': 'Point', 'coordinates': [-87.641764814, 41.772065828]}",STREET,-87.641764814,WEAPONS VIOLATION,2018-02-10T15:50:01.000,6,1172897,1860290,2017,6812004002
4916,False,0723,065XX S SANGAMON ST,JA286962,68,2017-05-31T17:52:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10964523,0486,41.77526924,"{'type': 'Point', 'coordinates': [-87.648314721, 41.77526924]}",SIDEWALK,-87.648314721,BATTERY,2018-02-10T15:50:01.000,17,1171101,1861443,2017,6810003000
4917,True,0713,014XX W 63RD ST,JA287648,67,2017-06-01T08:24:00.000,FALSE/STOLEN/ALTERED TRP,007,False,26,10965025,502P,41.77954061,"{'type': 'Point', 'coordinates': [-87.659664268, 41.77954061]}",STREET,-87.659664268,OTHER OFFENSE,2018-02-10T15:50:01.000,16,1167993,1862975,2017,6708002026
4918,True,0715,056XX S HAMILTON AVE,JA172211,67,2017-03-02T08:32:43.000,POSS: HEROIN(WHITE),007,False,18,10964976,2024,41.791429916,"{'type': 'Point', 'coordinates': [-87.67787125, 41.791429916]}",RESIDENCE,-87.67787125,NARCOTICS,2018-02-10T15:50:01.000,15,1162994,1867269,2017,6705001012
4919,False,0733,070XX S MAY ST,JA287266,68,2017-05-31T21:35:00.000,SIMPLE,007,False,08A,10964741,0560,41.766084055,"{'type': 'Point', 'coordinates': [-87.652928432, 41.766084055]}",APARTMENT,-87.652928432,ASSAULT,2018-02-10T15:50:01.000,17,1169869,1858086,2017,6811005015
4920,False,0734,069XX S BISHOP ST,JA287476,67,2017-05-31T16:50:00.000,SIMPLE,007,False,08B,10964778,0460,41.767814962,"{'type': 'Point', 'coordinates': [-87.660256163, 41.767814962]}",RESIDENCE,-87.660256163,BATTERY,2018-02-10T15:50:01.000,17,1167865,1858701,2017,6716002008
4921,True,0712,058XX S ABERDEEN ST,JA240528,68,2017-04-26T18:06:00.000,POSS: CANNABIS 30GMS OR LESS,007,False,18,10965306,1811,41.788506688,"{'type': 'Point', 'coordinates': [-87.652299026, 41.788506688]}",RESIDENCE,-87.652299026,NARCOTICS,2018-02-10T15:50:01.000,16,1169976,1866258,2017,6805002019
4922,False,0733,074XX S SANGAMON ST,JA286032,68,2017-05-31T03:38:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10964756,0486,41.759347127,"{'type': 'Point', 'coordinates': [-87.64790498, 41.759347127]}",RESIDENCE,-87.64790498,BATTERY,2018-02-10T15:50:01.000,17,1171259,1855642,2017,6814003014
4923,True,0714,062XX S WOLCOTT AVE,JA286508,67,2017-05-31T12:40:00.000,DOMESTIC BATTERY SIMPLE,007,False,08B,10964100,0486,41.780564501,"{'type': 'Point', 'coordinates': [-87.671514372, 41.780564501]}",RESIDENCE,-87.671514372,BATTERY,2018-02-10T15:50:01.000,15,1164758,1863323,2017,6706002010
4924,False,0732,070XX S PARNELL AVE,JA286565,68,2017-05-30T19:00:00.000,DOMESTIC BATTERY SIMPLE,007,False,08B,10964103,0486,41.766655655,"{'type': 'Point', 'coordinates': [-87.638388243, 41.766655655]}",APARTMENT,-87.638388243,BATTERY,2018-02-10T15:50:01.000,6,1173834,1858326,2017,6812002006
4925,False,0723,066XX S SANGAMON ST,JA287428,68,2017-06-01T01:40:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10964746,0486,41.773413778,"{'type': 'Point', 'coordinates': [-87.648261144, 41.773413778]}",RESIDENCE,-87.648261144,BATTERY,2018-02-10T15:50:01.000,17,1171121,1860767,2017,6810002006
4926,True,0722,003XX W 64TH ST,JA287395,68,2017-06-01T00:08:00.000,$500 AND UNDER,007,False,06,10964743,0820,41.778099133,"{'type': 'Point', 'coordinates': [-87.633828531, 41.778099133]}",STREET,-87.633828531,THEFT,2018-02-10T15:50:01.000,20,1175044,1862506,2017,6809002007
4927,False,0722,002XX W MARQUETTE RD,JA287033,68,2017-05-30T14:00:00.000,TO PROPERTY,007,False,14,10964313,1310,41.7726813,"{'type': 'Point', 'coordinates': [-87.631929781, 41.7726813]}",APARTMENT,-87.631929781,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,6,1175578,1860536,2017,6809003002
4928,True,0712,057XX S RACINE AVE,JA287762,68,2017-06-01T10:07:00.000,GAME/DICE,007,False,19,10965204,1661,41.789827555,"{'type': 'Point', 'coordinates': [-87.654763892, 41.789827555]}",PARK PROPERTY,-87.654763892,GAMBLING,2018-02-10T15:50:01.000,16,1169300,1866734,2017,6701001012
4929,True,0734,015XX W 74TH ST,JA287137,67,2017-01-17T00:00:00.000,PREDATORY,007,False,02,10964393,0266,41.759466109,"{'type': 'Point', 'coordinates': [-87.662483892, 41.759466109]}",RESIDENCE,-87.662483892,CRIM SEXUAL ASSAULT,2018-02-10T15:50:01.000,17,1167281,1855654,2017,6719001042
4930,False,0712,057XX S RACINE AVE,JA288059,68,2017-05-30T15:00:00.000,$500 AND UNDER,007,False,06,10965430,0820,41.789827555,"{'type': 'Point', 'coordinates': [-87.654763892, 41.789827555]}",PARK PROPERTY,-87.654763892,THEFT,2018-02-10T15:50:01.000,16,1169300,1866734,2017,6701001012
4931,False,0724,063XX S MORGAN ST,JA286988,68,2017-05-31T18:00:00.000,FROM BUILDING,007,False,06,10964314,0890,41.779220641,"{'type': 'Point', 'coordinates': [-87.649632877, 41.779220641]}",CURRENCY EXCHANGE,-87.649632877,THEFT,2018-02-10T15:50:01.000,16,1170730,1862880,2017,6810004009
4932,False,0713,055XX S JUSTINE ST,JA286793,67,2017-05-31T16:14:00.000,TO VEHICLE,007,False,14,10964526,1320,41.793192941,"{'type': 'Point', 'coordinates': [-87.663331471, 41.793192941]}",STREET,-87.663331471,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,16,1166954,1867942,2017,6702001004
4933,True,0712,056XX S ABERDEEN ST,JA290948,68,2017-06-03T14:10:00.000,MANU/DEL:CANNABIS OVER 10 GMS,007,False,18,10967754,1822,41.791778368,"{'type': 'Point', 'coordinates': [-87.652381741, 41.791778368]}",VACANT LOT/LAND,-87.652381741,NARCOTICS,2018-02-10T15:50:01.000,16,1169944,1867450,2017,6805002011
4934,False,0732,073XX S EMERALD AVE,JA289707,68,2017-06-02T16:40:00.000,FROM BUILDING,007,False,06,10966768,0890,41.760904444,"{'type': 'Point', 'coordinates': [-87.643079554, 41.760904444]}",APARTMENT,-87.643079554,THEFT,2018-02-10T15:50:01.000,17,1172571,1856220,2017,6813003001
4935,False,0735,072XX S WINCHESTER AVE,JA288497,67,2017-05-26T22:00:00.000,TO PROPERTY,007,False,14,10965606,1310,41.762396028,"{'type': 'Point', 'coordinates': [-87.672254576, 41.762396028]}",RESIDENTIAL YARD (FRONT/BACK),-87.672254576,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,17,1164607,1856701,2017,6720003011
4936,False,0713,055XX S THROOP ST,JA288615,67,2017-06-01T20:31:00.000,OF UNBORN CHILD,007,False,08B,10966732,0475,41.793088848,"{'type': 'Point', 'coordinates': [-87.657274475, 41.793088848]}",RESIDENCE PORCH/HALLWAY,-87.657274475,BATTERY,2018-02-10T15:50:01.000,16,1168606,1867917,2017,6701002006
4937,False,0715,019XX W GARFIELD BLVD,JA288498,67,2017-06-01T15:30:00.000,$500 AND UNDER,007,False,06,10965858,0820,41.793573395,"{'type': 'Point', 'coordinates': [-87.672157998, 41.793573395]}",SIDEWALK,-87.672157998,THEFT,2018-02-10T15:50:01.000,15,1164546,1868062,2017,6704001001
4938,False,0733,071XX S MORGAN ST,JA288992,68,2017-06-02T07:15:00.000,SIMPLE,007,True,08A,10966152,0560,41.764432083,"{'type': 'Point', 'coordinates': [-87.649247412, 41.764432083]}",RESIDENCE,-87.649247412,ASSAULT,2018-02-10T15:50:01.000,17,1170878,1857492,2017,6814004011
4939,False,0715,018XX W 57TH ST,JA288723,67,2017-06-01T22:21:00.000,TO VEHICLE,007,False,14,10965939,1320,41.790324479,"{'type': 'Point', 'coordinates': [-87.669833529, 41.790324479]}",VEHICLE NON-COMMERCIAL,-87.669833529,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,15,1165189,1866883,2017,6704001019
4940,False,0725,063XX S ASHLAND AVE,JA289237,67,2017-06-01T17:00:00.000,ARMED: HANDGUN,007,False,03,10966444,031A,41.778974403,"{'type': 'Point', 'coordinates': [-87.664209091, 41.778974403]}",SIDEWALK,-87.664209091,ROBBERY,2018-02-10T15:50:01.000,16,1166755,1862759,2017,6712001000
4941,True,0733,073XX S GREEN ST,JA289110,68,2017-06-02T08:30:00.000,SIMPLE,007,False,08A,10966934,0560,41.761089218,"{'type': 'Point', 'coordinates': [-87.64551866, 41.761089218]}",RESIDENCE,-87.64551866,ASSAULT,2018-02-10T15:50:01.000,17,1171905,1856282,2017,6814003001
4942,False,0724,066XX S ABERDEEN ST,JA289412,68,2017-06-02T08:00:00.000,AUTOMOBILE,007,False,07,10966628,0910,41.773677018,"{'type': 'Point', 'coordinates': [-87.651917023, 41.773677018]}",STREET,-87.651917023,MOTOR VEHICLE THEFT,2018-02-10T15:50:01.000,17,1170123,1860855,2017,6810001014
4943,False,0723,009XX W 69TH ST,JA288322,68,2017-06-01T17:25:00.000,SIMPLE,007,False,08A,10965550,0560,41.768777436,"{'type': 'Point', 'coordinates': [-87.648515756, 41.768777436]}",SIDEWALK,-87.648515756,ASSAULT,2018-02-10T15:50:01.000,17,1171065,1859077,2017,6811003000
4944,False,0722,064XX S YALE AVE,JA287229,68,2017-05-31T07:30:00.000,OVER $500,007,False,06,10965919,0810,41.777405874,"{'type': 'Point', 'coordinates': [-87.631749984, 41.777405874]}",VEHICLE NON-COMMERCIAL,-87.631749984,THEFT,2018-02-10T15:50:01.000,20,1175613,1862258,2017,6809002018
4945,False,0724,067XX S ADA ST,JA288256,67,2017-06-01T12:00:00.000,OVER $500,007,False,06,10965717,0810,41.771582969,"{'type': 'Point', 'coordinates': [-87.657932921, 41.771582969]}",RESIDENCE,-87.657932921,THEFT,2018-02-10T15:50:01.000,17,1168488,1860079,2017,8349002030
4946,False,0715,057XX S HERMITAGE AVE,JA288824,67,2017-06-02T00:02:00.000,TO PROPERTY,007,False,14,10965953,1310,41.789351282,"{'type': 'Point', 'coordinates': [-87.668112785, 41.789351282]}",RESIDENCE,-87.668112785,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,15,1165661,1866532,2017,6703002018
4947,False,0715,018XX W 57TH ST,JA289522,67,2017-06-02T14:27:00.000,SIMPLE,007,False,08A,10966736,0560,41.790324479,"{'type': 'Point', 'coordinates': [-87.669833529, 41.790324479]}",SIDEWALK,-87.669833529,ASSAULT,2018-02-10T15:50:01.000,15,1165189,1866883,2017,6704001019
4948,False,0734,069XX S LOOMIS BLVD,JA289824,67,2017-06-02T17:35:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10966868,0486,41.76798077,"{'type': 'Point', 'coordinates': [-87.659048418, 41.76798077]}",RESIDENTIAL YARD (FRONT/BACK),-87.659048418,BATTERY,2018-02-10T15:50:01.000,17,1168194,1858764,2017,6716002009
4949,False,0735,071XX S WOLCOTT AVE,JA289184,67,2017-05-31T23:00:00.000,AGGRAVATED: OTHER DANG WEAPON,007,False,04B,10966379,0430,41.764378943,"{'type': 'Point', 'coordinates': [-87.671090591, 41.764378943]}",STREET,-87.671090591,BATTERY,2018-02-10T15:50:01.000,17,1164919,1857426,2017,6720003000
4950,False,0723,063XX S EMERALD DR,JA287983,68,2017-06-01T07:00:00.000,$500 AND UNDER,007,False,06,10965718,0820,41.779291591,"{'type': 'Point', 'coordinates': [-87.643597342, 41.779291591]}",SMALL RETAIL STORE,-87.643597342,THEFT,2018-02-10T15:50:01.000,20,1172376,1862919,2017,6809004006
4951,False,0712,058XX S PEORIA ST,JA288184,68,2017-06-01T15:58:00.000,AGGRAVATED: HANDGUN,007,False,04B,10965610,041A,41.787640633,"{'type': 'Point', 'coordinates': [-87.647416672, 41.787640633]}",ALLEY,-87.647416672,BATTERY,2018-02-10T15:50:01.000,16,1171310,1865953,2017,8347001018
4952,True,0712,058XX S RACINE AVE,JA288484,68,2017-06-01T18:21:00.000,UNLAWFUL POSS OF HANDGUN,007,False,15,10965794,143A,41.787480815,"{'type': 'Point', 'coordinates': [-87.654700637, 41.787480815]}",VEHICLE NON-COMMERCIAL,-87.654700637,WEAPONS VIOLATION,2018-02-10T15:50:01.000,16,1169324,1865879,2017,6701001018
4953,True,0723,064XX S LOWE AVE,JA289452,68,2017-06-02T13:42:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,007,False,04B,10966698,0420,41.777309867,"{'type': 'Point', 'coordinates': [-87.640802922, 41.777309867]}",APARTMENT,-87.640802922,BATTERY,2018-02-10T15:50:01.000,16,1173144,1862203,2017,6809004029
4954,True,0735,070XX S ASHLAND AVE,JA289252,67,2017-06-02T11:20:00.000,TO VEHICLE,007,False,14,10966727,1320,41.765997125,"{'type': 'Point', 'coordinates': [-87.66382344, 41.765997125]}",PARKING LOT/GARAGE(NON.RESID.),-87.66382344,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,17,1166897,1858031,2017,6715003031
4955,False,0713,061XX S ADA ST,JA288844,67,2017-06-02T01:00:00.000,TO VEHICLE,007,False,14,10965938,1320,41.782315166,"{'type': 'Point', 'coordinates': [-87.658274953, 41.782315166]}",VEHICLE NON-COMMERCIAL,-87.658274953,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,16,1168364,1863989,2017,6709002014
4956,True,0711,057XX S HALSTED ST,JA289467,68,2017-06-02T14:04:00.000,SIMPLE,007,False,08B,10966668,0460,41.789783425,"{'type': 'Point', 'coordinates': [-87.645039661, 41.789783425]}",OTHER,-87.645039661,BATTERY,2018-02-10T15:50:01.000,20,1171952,1866739,2017,8347003026
4957,False,0726,066XX S HOYNE AVE,JA289580,67,2017-06-02T10:30:00.000,HARASSMENT BY TELEPHONE,007,False,26,10966743,2825,41.772962095,"{'type': 'Point', 'coordinates': [-87.67617133, 41.772962095]}",RESIDENCE,-87.67617133,OTHER OFFENSE,2018-02-10T15:50:01.000,15,1163509,1860543,2017,6714001026
4958,False,0722,065XX S HARVARD AVE,JA289392,68,2017-05-26T15:30:00.000,AUTOMOBILE,007,False,07,10966804,0910,41.776007672,"{'type': 'Point', 'coordinates': [-87.633327, 41.776007672]}",STREET,-87.633327,MOTOR VEHICLE THEFT,2018-02-10T15:50:01.000,20,1175187,1861745,2017,6809003001
4959,False,0712,062XX S GREEN ST,JA289253,68,2017-06-01T14:00:00.000,$500 AND UNDER,007,False,06,10966447,0820,41.780822072,"{'type': 'Point', 'coordinates': [-87.646206096, 41.780822072]}",ATM (AUTOMATIC TELLER MACHINE),-87.646206096,THEFT,2018-02-10T15:50:01.000,16,1171660,1863471,2017,8348002023
4960,False,0725,067XX S ASHLAND AVE,JA289553,67,2017-06-02T13:40:00.000,SIMPLE,007,False,08A,10966922,0560,41.771736514,"{'type': 'Point', 'coordinates': [-87.66400571, 41.771736514]}",GAS STATION,-87.66400571,ASSAULT,2018-02-10T15:50:01.000,15,1166831,1860122,2017,6716003009
4961,False,0726,020XX W 68TH ST,JA288513,67,2017-05-31T16:00:00.000,INSTITUTIONAL VANDALISM,007,False,14,10965696,1375,41.770250862,"{'type': 'Point', 'coordinates': [-87.674278114, 41.770250862]}",CHURCH/SYNAGOGUE/PLACE OF WORSHIP,-87.674278114,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,15,1164033,1859559,2017,6714002017
4962,True,0733,073XX S GREEN ST,JA289773,68,2017-06-02T15:50:00.000,TO PROPERTY,007,False,14,10966880,1310,41.761089218,"{'type': 'Point', 'coordinates': [-87.64551866, 41.761089218]}",APARTMENT,-87.64551866,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,17,1171905,1856282,2017,6814003001
4963,True,0723,067XX S HALSTED ST,JA288312,68,2017-06-01T17:07:00.000,SIMPLE,007,True,08B,10965714,0460,41.771907116,"{'type': 'Point', 'coordinates': [-87.644581938, 41.771907116]}",ALLEY,-87.644581938,BATTERY,2018-02-10T15:50:01.000,6,1172129,1860226,2017,6811001000
4964,True,0712,008XX W 59TH ST,JA289521,68,2017-06-02T14:45:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10966735,0486,41.787015605,"{'type': 'Point', 'coordinates': [-87.645692618, 41.787015605]}",RESIDENCE,-87.645692618,BATTERY,2018-02-10T15:50:01.000,16,1171782,1865729,2017,8347001020
4965,False,0711,007XX W GARFIELD BLVD,JA288945,68,2017-06-02T05:00:00.000,HARASSMENT BY TELEPHONE,007,True,26,10966040,2825,41.79397726,"{'type': 'Point', 'coordinates': [-87.643304228, 41.79397726]}",RESIDENCE,-87.643304228,OTHER OFFENSE,2018-02-10T15:50:01.000,3,1172413,1868271,2017,8347003003
4966,False,0735,021XX W 72ND ST,JA288181,67,2017-06-01T16:00:00.000,TO PROPERTY,007,False,14,10965548,1310,41.762951875,"{'type': 'Point', 'coordinates': [-87.676823294, 41.762951875]}",RESIDENCE,-87.676823294,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,17,1163359,1856894,2017,6720004002
4967,True,0711,006XX W 63RD ST,JA289920,68,2017-06-02T17:32:00.000,$500 AND UNDER,007,False,06,10966936,0820,41.779806409,"{'type': 'Point', 'coordinates': [-87.641131698, 41.779806409]}",SMALL RETAIL STORE,-87.641131698,THEFT,2018-02-10T15:50:01.000,16,1173047,1863112,2017,6809004008
4968,True,0723,063XX S HALSTED ST,JA289210,68,2017-06-02T10:30:00.000,VIOLATION OF STALKING NO CONTACT ORDER,007,True,26,10966464,0584,41.779295906,"{'type': 'Point', 'coordinates': [-87.644774188, 41.779295906]}",STREET,-87.644774188,STALKING,2018-02-10T15:50:01.000,20,1172055,1862918,2017,6809004006
4969,True,0712,008XX W 63RD ST,JA288292,68,2017-06-01T16:54:00.000,PRO EMP HANDS NO/MIN INJURY,007,False,08A,10965609,0545,41.779743198,"{'type': 'Point', 'coordinates': [-87.645227698, 41.779743198]}",RESTAURANT,-87.645227698,ASSAULT,2018-02-10T15:50:01.000,16,1171930,1863080,2017,6810004000
4970,False,0713,055XX S ASHLAND AVE,JA289426,67,2017-06-02T13:30:00.000,TO VEHICLE,007,False,14,10966632,1320,41.793120498,"{'type': 'Point', 'coordinates': [-87.664557043, 41.793120498]}",STREET,-87.664557043,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,16,1166620,1867913,2017,6702001015
4971,False,0713,062XX S JUSTINE ST,JA288130,67,2017-06-01T15:30:00.000,TO VEHICLE,007,False,14,10965721,1320,41.780578452,"{'type': 'Point', 'coordinates': [-87.663033831, 41.780578452]}",STREET,-87.663033831,CRIMINAL DAMAGE,2018-02-10T15:50:01.000,16,1167071,1863346,2017,6708002022
4972,False,0713,014XX W 63RD ST,JA287999,67,2017-06-01T13:45:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,007,False,11,10965715,1153,41.779520772,"{'type': 'Point', 'coordinates': [-87.660962362, 41.779520772]}",OTHER,-87.660962362,DECEPTIVE PRACTICE,2018-02-10T15:50:01.000,16,1167639,1862965,2017,6708002025
4973,False,0714,018XX W 63RD ST,JA289292,67,2017-05-24T09:00:00.000,FROM BUILDING,007,False,06,10966465,0890,41.77937235,"{'type': 'Point', 'coordinates': [-87.669891444, 41.77937235]}",RESIDENCE,-87.669891444,THEFT,2018-02-10T15:50:01.000,15,1165204,1862892,2017,6706002015
4974,True,0713,058XX S RACINE AVE,JA288741,67,2017-06-01T20:30:00.000,VIOLATE ORDER OF PROTECTION,007,True,26,10965864,4387,41.788405799,"{'type': 'Point', 'coordinates': [-87.65472755, 41.788405799]}",STREET,-87.65472755,OTHER OFFENSE,2018-02-10T15:50:01.000,16,1169314,1866216,2017,6701001017
